date,content
2019-10-30 22:40:09,About to head in for the screening of #HARRIET @HarrietFilm looking forward to seeing how @CynthiaEriVo &amp;… https://t.co/YU0tIzyvJQ
2019-10-30 22:36:19,RT @lboogiepopworld: @AMCArtisanFilms Just saw the trailer when I went to see #JokerFilm - I CRIED! That's how moved I was with #Harriet @C…
2019-10-30 22:36:05,RT @AMCArtisanFilms: Watch this exclusive clip from #HARRIET. Witness the miraculous story of Harriet Tubman this weekend at AMC. https://t…
2019-10-30 22:34:15,RT @AMCArtisanFilms: Experience the extraordinary tale of #Harriet Tubman's escape from slavery and transformation into one of America's gr…
2019-10-30 22:29:45,"RT @avalondotred: Joe Alwyn arrives at the Los Angeles Premiere Of Focus Features' 'Harriet' held at The Orpheum Theatre in Los Angeles, Ca…"
2019-10-30 22:28:56,"RT @AMCArtisanFilms: Tickets are on sale now for #HARRIET. 🎟️: https://t.co/3vybM5MsvI

Get tickets now through 11/14 to see the unbelievab…"
2019-10-30 22:28:33,RT @AprilDRyan: My weekly #AURN @aurnonline On the Record #podcast with the cast of #Harriet https://t.co/tEp3I1920J
2019-10-30 22:21:36,RT @AprilDRyan: My weekly #AURN @aurnonline On the Record #podcast with the cast of #Harriet https://t.co/tEp3I1920J
2019-10-30 22:21:23,"#Repost @elizabethbanks (get_repost)
・・・
I did my own hair and makeup. I used to wear it really curly. Heading to s… https://t.co/EvQVmHL8UT"
2019-10-30 22:20:51,RT @AMCArtisanFilms: Watch this exclusive clip from #HARRIET. Witness the miraculous story of Harriet Tubman this weekend at AMC. https://t…
2019-10-30 22:17:14,RT @tonetalks: NBC Universal is a subsidiary of @comcast and owns @FocusFeatures who produced #Harriet. How is @cynthiaerivo allowed to pla…
2019-10-30 22:16:38,RT @tonetalks: NBC Universal is a subsidiary of @comcast and owns @FocusFeatures who produced #Harriet. How is @cynthiaerivo allowed to pla…
2019-10-30 22:16:34,RT @AMCArtisanFilms: Watch this exclusive clip from #HARRIET. Witness the miraculous story of Harriet Tubman this weekend at AMC. https://t…
2019-10-30 22:15:03,How many of y’all skipping that #Harriet movie because of the comments the lead made about African Americans?
2019-10-30 22:13:20,RT @AprilDRyan: My weekly #AURN @aurnonline On the Record #podcast with the cast of #Harriet https://t.co/tEp3I1920J
2019-10-30 22:11:27,RT @AMCArtisanFilms: Experience the extraordinary tale of #Harriet Tubman's escape from slavery and transformation into one of America's gr…
2019-10-30 22:10:54,RT @tonetalks: NBC Universal is a subsidiary of @comcast and owns @FocusFeatures who produced #Harriet. How is @cynthiaerivo allowed to pla…
2019-10-30 22:08:17,"RT @AMCArtisanFilms: Tickets are on sale now for #HARRIET. 🎟️: https://t.co/3vybM5MsvI

Get tickets now through 11/14 to see the unbelievab…"
2019-10-30 22:05:17,RT @AprilDRyan: My weekly #AURN @aurnonline On the Record #podcast with the cast of #Harriet https://t.co/tEp3I1920J
2019-10-30 22:04:40,RT @Variety: #Harriet producer on the backlash of casting Cynthia Erivo: “I don’t know if it’s because she’s a woman but it is so unfair” s…
2019-10-30 22:02:57,"Her escape was just the beginning. #HARRIET
🎟: CashApp: $TheVoiceOfZeta or PayPal (Friends &amp; Family Option) at TheV… https://t.co/WUsmhQ0Ucx"
2019-10-30 22:02:50,RT @AMCArtisanFilms: Watch this exclusive clip from #HARRIET. Witness the miraculous story of Harriet Tubman this weekend at AMC. https://t…
2019-10-30 22:01:02,RT @AMCArtisanFilms: Watch this exclusive clip from #HARRIET. Witness the miraculous story of Harriet Tubman this weekend at AMC. https://t…
2019-10-30 22:00:00,"To bring the life of Harriet Tubman to the screen, director @Kasi_Lemmons reached out to @T_Blanchard to score… https://t.co/eDmR2vWGSW"
2019-10-30 22:00:00,"Witness the legendary true story of American Hero, Harriet Tubman. See #Harriet in Megaplex Theatres November 1st.… https://t.co/ZueqmIKIAn"
2019-10-30 21:56:23,RT @Variety: #Harriet producer on the backlash of casting Cynthia Erivo: “I don’t know if it’s because she’s a woman but it is so unfair” s…
2019-10-30 21:55:01,My weekly #AURN @aurnonline On the Record #podcast with the cast of #Harriet https://t.co/tEp3I1920J
2019-10-30 21:54:54,#CynthiaErivo shuts down the red carpet at the L.A. premiere of #Harriet https://t.co/op7IlnEQyq
2019-10-30 21:54:41,RT @honeydelasoul: I do not support the #Harriet movie @foxsearchlight. I won’t see it. The disrespect of @CynthiaEriVo towards Harriet’s #…
2019-10-30 21:53:57,RT @MeccaStarr7: Would you ever go see a movie about the holocaust produced by hitlers grandson?  Nah?  Ok so stop shoving that stupid ass…
2019-10-30 21:49:24,Which new release will you see this w/end? #ArcticDogs #ArcticDogsMovie #JeremyRenner #Harriet #HarrietMovie… https://t.co/Kjlskhz1JI
2019-10-30 21:48:34,RT @MeccaStarr7: Would you ever go see a movie about the holocaust produced by hitlers grandson?  Nah?  Ok so stop shoving that stupid ass…
2019-10-30 21:44:33,RT @UniPicturesCAN: Experience the untold true story of Harriet Tubman. #HARRIET in theatres Friday.
2019-10-30 21:43:19,RT @UniPicturesCAN: Experience the untold true story of Harriet Tubman. #HARRIET in theatres Friday.
2019-10-30 21:40:25,"RT @roxana_hadadi: From me, about #Harriet. https://t.co/HvV6VsJOnH"
2019-10-30 21:40:16,#AURN Washington Bureau Chief @AprilDRyan On the Record #podcast with the cast of #Harriet https://t.co/TcCCldZ5Bn
2019-10-30 21:40:16,"RT @FilmNewsNos: 🎬 Here’s a NEW POSTER for #Harriet! Starring @CynthiaEriVo , #LeslieOdomJr, #JenniferNettles, #JoeAlwyn, #JanelleMonae, #V…"
