time,content,Cleaned,Sentiment_polarity,Sentiment_subjectivity
2019-10-25 21:43:50,RT @APEntertainment: NOT A FAT SUIT: The awkward moment with #AlPacino that inspired #RayRomano - his co-star in  #TheIrishman - to get in…,apentertainment fat suit awkward moment alpacino inspired rayromano co star theirishman,-0.6,1.0
2019-10-25 21:43:30,RT @NextBestPicture: #TheIrishman is the fastest 3.5 hour movie I’ve ever seen. Each hour gets better &amp; better culminating in a final third…,nextbestpicture theirishman fastest hour movie ever seen hour get better amp better culminating final third,0.25,0.5
2019-10-25 21:42:44,RT @FilmstoFilms_: The Holy Trinity. Scorsese. De Niro. Pacino. Legends. #TheIrishman https://t.co/JJap5v0btd,filmstofilms holy trinity scorsese de niro pacino legend theirishman,0.0,0.0
2019-10-25 21:42:01,The Holy Trinity. Scorsese. De Niro. Pacino. Legends. #TheIrishman https://t.co/JJap5v0btd,holy trinity scorsese de niro pacino legend theirishman,0.0,0.0
2019-10-25 21:41:18,RT @APEntertainment: NOT A FAT SUIT: The awkward moment with #AlPacino that inspired #RayRomano - his co-star in  #TheIrishman - to get in…,apentertainment fat suit awkward moment alpacino inspired rayromano co star theirishman,-0.6,1.0
2019-10-25 21:40:13,RT @NextBestPicture: #TheIrishman is the fastest 3.5 hour movie I’ve ever seen. Each hour gets better &amp; better culminating in a final third…,nextbestpicture theirishman fastest hour movie ever seen hour get better amp better culminating final third,0.25,0.5
2019-10-25 21:40:12,RT @NextBestPicture: #TheIrishman is the fastest 3.5 hour movie I’ve ever seen. Each hour gets better &amp; better culminating in a final third…,nextbestpicture theirishman fastest hour movie ever seen hour get better amp better culminating final third,0.25,0.5
2019-10-25 21:40:03,RT @APEntertainment: NOT A FAT SUIT: The awkward moment with #AlPacino that inspired #RayRomano - his co-star in  #TheIrishman - to get in…,apentertainment fat suit awkward moment alpacino inspired rayromano co star theirishman,-0.6,1.0
2019-10-25 21:39:06,RT @NetflixQueue: SCORSESE. #TheIrishman https://t.co/IE3Bm3JCVr,netflixqueue scorsese theirishman,0.0,0.0
2019-10-25 21:36:22,RT @APEntertainment: NOT A FAT SUIT: The awkward moment with #AlPacino that inspired #RayRomano - his co-star in  #TheIrishman - to get in…,apentertainment fat suit awkward moment alpacino inspired rayromano co star theirishman,-0.6,1.0
2019-10-25 21:34:25,"RT @Variety: Robert De Niro, Al Pacino and Martin Scorsese bring New York to Hollywood for #TheIrishman L.A. premiere https://t.co/MuNYstUu…",variety robert de niro al pacino martin scorsese bring new york hollywood theirishman l premiere,0.13636363636363635,0.45454545454545453
2019-10-25 21:34:22,"#RT @Variety: Robert De Niro, Al Pacino and Martin Scorsese bring New York to Hollywood for #TheIrishman L.A. premi… https://t.co/AmPqSXV4s8",variety robert de niro al pacino martin scorsese bring new york hollywood theirishman l premi,0.13636363636363635,0.45454545454545453
2019-10-25 21:33:34,RT @THR: How Robert De Niro played a role in getting Joe Pesci to un-retire for #TheIrishman https://t.co/746vJHDTdp,thr robert de niro played role getting joe pesci un retire theirishman,0.0,0.0
2019-10-25 21:33:06,"RT @mrjaxtaylor: Last one... sorry, just looking at two of my favorite actors and pretending we are in casino and and about to go out and w…",mrjaxtaylor last one sorry looking two favorite actor pretending casino go w,0.0,0.6888888888888888
2019-10-25 21:33:03,RT @NetflixQueue: SCORSESE. #TheIrishman https://t.co/IE3Bm3JCVr,netflixqueue scorsese theirishman,0.0,0.0
2019-10-25 21:31:11,Scorsese introduces #theirishman @ShannanClick @thejackhuston go the boys! X https://t.co/tdfFCAvqzf,scorsese introduces theirishman shannanclick thejackhuston go boy x,0.0,0.0
2019-10-25 21:30:14,RT @NextBestPicture: #TheIrishman is the fastest 3.5 hour movie I’ve ever seen. Each hour gets better &amp; better culminating in a final third…,nextbestpicture theirishman fastest hour movie ever seen hour get better amp better culminating final third,0.25,0.5
2019-10-25 21:29:49,"Last one... sorry, just looking at two of my favorite actors and pretending we are in casino and and about to go ou… https://t.co/ibdJzMluPo",last one sorry looking two favorite actor pretending casino go ou,0.0,0.6888888888888888
2019-10-25 21:29:04,"RT @Variety: Robert De Niro, Al Pacino and Martin Scorsese bring New York to Hollywood for #TheIrishman L.A. premiere https://t.co/MuNYstUu…",variety robert de niro al pacino martin scorsese bring new york hollywood theirishman l premiere,0.13636363636363635,0.45454545454545453
2019-10-25 21:29:00,"#RayRomano was “accidentally” inspired by #AlPacino to get in shape after his role in #TheIrishman.

https://t.co/3ylsVJCsbt",rayromano accidentally inspired alpacino shape role theirishman,0.0,0.0
2019-10-25 21:28:42,@IMDb @TheIrishmanFilm Goodfellas. That could change after I watch @TheIrishmanFilm !! #TheIrishman,theirishmanfilm goodfellas could change watch theirishmanfilm theirishman,0.0,0.0
